COL,CP,TIPO PENSION,EDAD,MUNICIPIO,CIUDAD
A. DEL CASTILLO FRANCO,35066,CE,47,Gómez Palacio,Gómez Palacio
LLANO GRANDE DGO,34964,CE,47,Pueblo Nuevo,
LLANO GRANDE DGO,34964,CE,47,Pueblo Nuevo,
LLANO GRANDE DGO,34964,CE,47,Pueblo Nuevo,
LLANO GRANDE DGO,34964,CE,47,Pueblo Nuevo,
EJ EL BANCO NACIONAL,35265,VE,46,Tlahualilo,
LOCALIDAD GUILLERMO PRIETO,34430,VE,46,Nuevo Ideal,
LOC. PICARDIAS,35188,VE,45,Lerdo,
FRACC. ATENAS,34115,CE,45,,
ISABEL ALMAZA,34167,IPP,45,Durango,Victoria de Durango
FRACC. TORREMOLINOS,35049,CE,44,Gómez Palacio,Gómez Palacio
FRACC. CAMPILLO SAINZ,35079,CE,44,Gómez Palacio,Gómez Palacio
EJ ESMERALDA,35120,VI,43,Gómez Palacio,
LOMA DORADA,34104,CE,43,Durango,Victoria de Durango
SOLIDARIDAD,35017,CE,43,Gómez Palacio,Gómez Palacio
DOM. CONOCIDO EJ. VICENTE NAVA,35141,CE,41,Gómez Palacio,
HIDALGO,34310,VI,36,Durango,
FRACC. SANTA TERESA,35049,CE,35,Gómez Palacio,Gómez Palacio
LUIS ECHEVERRIA,34250,OR,35,Durango,Victoria de Durango
LOPEZ PORTILLO,34010,VI,33,Durango,Victoria de Durango
CAMINOS DEL SOL,34236,CE,31,Durango,Victoria de Durango
SILVESTRE DORADOR,34070,CE,31,Durango,Victoria de Durango
PROVIDENCIA,35250,CE,30,Tlahualilo,
DOM. CONOCIDO EJ. SAN JOSE DE VIﾃ薦DO,35140,CE,28,Gómez Palacio,
LAZARO CARDENAS,35064,VI,57,Gómez Palacio,Gómez Palacio
FRACC DEL BOSQUE,35048,VE,57,Gómez Palacio,Gómez Palacio
JOSE CAMPILLO SAENZ,35079,CE,53,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,CE,53,Gómez Palacio,Gómez Palacio
CENTRO,35000,CE,52,Gómez Palacio,Gómez Palacio
LO SANTIAGO,34760,CE,50,Peñón Blanco,Peñón Blanco
TIERRA BLANCA,35045,CE,49,Gómez Palacio,Gómez Palacio
ZONA CENTRO,35150,CE,45,Lerdo,Ciudad Lerdo
DIVISION DEL NORTE,31064,CE,39,,
FRACC. LOS MOLINOS,35159,VI,33,Lerdo,Ciudad Lerdo
EJ JIMENEZ,35111,VE,32,Gómez Palacio,
EJIDO HUITRON,35117,IN,30,Gómez Palacio,
URBIVILLAS DEL CEDRO,35140,VE,47,Gómez Palacio,
CINCO DE MAYO,35168,VI,61,Lerdo,Ciudad Lerdo
LOS ALAMOS,35020,CE,39,Gómez Palacio,Gómez Palacio
LOS ALAMOS,35020,CE,39,Gómez Palacio,Gómez Palacio
LOS ALAMOS,35020,CE,39,Gómez Palacio,Gómez Palacio
LOS ALAMOS,35020,CE,39,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ,35025,CE,50,Gómez Palacio,Gómez Palacio
FRACC. LAS AMERICAS,34200,VI,67,Durango,Victoria de Durango
SANTA MARIA,34050,CE,63,Durango,Victoria de Durango
LA ALAMEDAS,35800,VE,62,Cuencamé,
SAN VICENTE CHUPADEROS,34394,VI,56,Durango,
EL SALTO,34940,VI,56,Pueblo Nuevo,El Salto
EL DURAZNO,34321,CE,56,,
LUCIO CABAﾃ羨S,35157,VE,55,Lerdo,Ciudad Lerdo
VILLA JARDIN,35168,CE,55,Lerdo,Ciudad Lerdo
FIDEL VELAZQUEZ,35025,CE,55,Gómez Palacio,Gómez Palacio
CENTRO,35000,VE,54,Gómez Palacio,Gómez Palacio
LOC. NAZARENO2,35188,CE,54,Lerdo,
FIDEL VELAZQUEZ,35025,CE,53,Gómez Palacio,Gómez Palacio
SAN JOSE DEL MOLINO,34393,VI,51,Durango,
SANTA ROSA,35040,CE,51,Gómez Palacio,Gómez Palacio
CANELAS,34290,CE,51,Durango,Victoria de Durango
CONSTITUYENTES,35158,VI,50,Lerdo,Ciudad Lerdo
EJ JIMENEZ,35111,VI,50,Gómez Palacio,
SIN NOMBRE,35114,VI,50,Gómez Palacio,
FELIPE ANGELES,34048,VI,50,Durango,Victoria de Durango
FIDEL VELAZQUEZ 1,34229,CE,47,Durango,Victoria de Durango
ZONA CENTRO,34000,CE,44,Durango,Victoria de Durango
EJ ESMERALDA,35120,VI,43,Gómez Palacio,
DOM. CONOCIDO EJ. NVO. CASTILLO,35141,CE,43,Gómez Palacio,
TOMAS URBINA,34139,OR,38,Durango,Victoria de Durango
JUAN DE LA BARRERA,34228,IN,38,Durango,Victoria de Durango
HIDALGO,34310,VI,36,Durango,
LOPEZ PORTILLO,34010,VI,33,Durango,Victoria de Durango
DOROTEO ARANGO,35027,VI,30,Gómez Palacio,Gómez Palacio
MONTEBELLO,35157,VE,60,Lerdo,Ciudad Lerdo
FIDEL VELAZQUEZ,35025,CE,52,Gómez Palacio,Gómez Palacio
CENTRO,35150,CE,50,Lerdo,Ciudad Lerdo
AMP SAN ANTONIO,35015,CE,45,Gómez Palacio,Gómez Palacio
DIVISION DEL NORTE,31064,CE,39,,
EJIDO HUITRON,35117,IN,30,Gómez Palacio,
MORELOS II,35026,VI,42,Gómez Palacio,Gómez Palacio
JOSE MA MORELOS,55018,VI,10,,
JOSE REVUELTAS,34219,VO,61,Durango,Victoria de Durango
COL. HECTOR MAYAGOITIA,34010,CE,43,Durango,Victoria de Durango
FILADELFIA,35010,VI,63,Gómez Palacio,Gómez Palacio
FRACC SAHOP,34190,VO,53,Durango,Victoria de Durango
FRACC. HACIENDAS DEL CAMPESTRE,34131,VI,60,,
HIDALGO,34310,CE,45,Durango,
PREDIO LA VIRGEN,34049,VI,68,Durango,Victoria de Durango
FRACC. LA LOMA,34060,OR,66,Durango,Victoria de Durango
HUIZACHE I,34160,VI,64,Durango,Victoria de Durango
CENTRO,35000,VI,63,Gómez Palacio,Gómez Palacio
COL. FCO. ZARCO,34210,VI,62,Durango,Victoria de Durango
BARRIO DE ANALCO,34138,VI,61,Durango,Victoria de Durango
FRACC CANELAS,34290,VE,61,Durango,Victoria de Durango
FRACC HACIENDA,34217,VI,59,Durango,Victoria de Durango
LOC. NUEVO GRACEROS,35199,VE,58,Lerdo,
LOC NUEVO GRACEROS,35199,VE,58,Lerdo,
LA VIRGEN,34049,CE,57,Durango,Victoria de Durango
COL ATERRIZAJE LOC EL SALTO,34947,VO,56,Pueblo Nuevo,El Salto
HECTOR MAYAGOITIA DGUEZ.,34010,VI,56,Durango,Victoria de Durango
LOC NUEVA PATRIA,34353,CE,56,,
HECTOR M DOMINGUEZ,34010,VI,54,Durango,Victoria de Durango
LA VIRGEN,34049,VO,54,Durango,Victoria de Durango
LA VIRGEN,34049,VO,54,Durango,Victoria de Durango
LA VIRGEN,34049,VO,54,Durango,Victoria de Durango
LA VIRGEN,34049,VO,54,Durango,Victoria de Durango
LOC. SAN ISIDRO,34683,CE,54,San Dimas,
DIVISION DEL NORTE,34140,CE,54,Durango,Victoria de Durango
SANTIAGO RAMIREZ,27000,CE,54,,
ZONA CENTRO,34000,IN,54,Durango,Victoria de Durango
ZONA CENTRO,34000,IN,54,Durango,Victoria de Durango
ZONA CENTRO,34000,IN,54,Durango,Victoria de Durango
ZONA CENTRO,34000,IN,54,Durango,Victoria de Durango
LOC SAN JOSE DE GRACIA,34465,VI,53,Canatlán,
PASEO DE LA PRADERA,34014,CE,53,Durango,Victoria de Durango
PUEBLO NUEVO,34676,CE,53,San Dimas,
VILLAS DEL GUADIANA VI,34284,CE,53,Durango,Victoria de Durango
JOSE LOPEZ PORTILLO,34010,CE,52,Durango,Victoria de Durango
COL. EL SALTITO,34105,CE,52,Durango,Victoria de Durango
DIVISION DEL NORTE,34140,CE,52,Durango,Victoria de Durango
EMILIANO ZAPATA,34230,CE,52,Durango,Victoria de Durango
EL DORADO,35028,CE,52,Gómez Palacio,Gómez Palacio
OBREGON LOC EL SALTO,34946,CE,52,Pueblo Nuevo,El Salto
VI CENTE GUERRERO LOC EL SALTO,34948,CE,52,Pueblo Nuevo,El Salto
FIDEL VELAZQUEZ 1,34229,CE,51,Durango,Victoria de Durango
ROSAS DEL TEPEYAC,34020,CE,50,Durango,Victoria de Durango
SANTA CRUZ LUJAN DGO,35119,CE,50,Gómez Palacio,
LOC. CORRALITOS,34950,CE,50,Pueblo Nuevo,
NUEVO REFUGIO,35029,CE,50,Gómez Palacio,Gómez Palacio
EL DORADO,35028,IPP,49,Gómez Palacio,Gómez Palacio
LAZARO CARDENAS,35167,CE,49,Lerdo,Ciudad Lerdo
POBLADO CALIXTO CONTRERAS,34306,VI,48,Durango,
BUROCRATA,34279,CE,48,Durango,Victoria de Durango
FRACC LOS ALAMOS,35024,VI,47,Gómez Palacio,Gómez Palacio
LOC EL VERGEL,35120,CE,47,Gómez Palacio,
BENITO JUAREZ CENTRO LOC EL SALTO,34940,VI,46,Pueblo Nuevo,El Salto
JOSE CAMPILLO ZAINZ,35079,CE,46,Gómez Palacio,Gómez Palacio
FIDEL VELAZQUEZ I,34229,IN,46,Durango,Victoria de Durango
FCO ZARCO,34210,IN,46,Durango,Victoria de Durango
FIDEL VELAZQUEZ,34229,VI,45,Durango,Victoria de Durango
AMPL. HECTOR M. DOMINGUEZ,34010,CE,45,Durango,Victoria de Durango
DOROTEO ARANGIO,35027,CE,45,Gómez Palacio,Gómez Palacio
TIERRA Y LIBERTAD,34127,CE,45,Durango,Victoria de Durango
ZONA CENTRO,34000,CE,44,Durango,Victoria de Durango
EXPLANADA DE LOS INSUSRGENTES,34000,VO,43,Durango,Victoria de Durango
EXPLANADA DE LOS INSUSRGENTES,34000,VO,43,Durango,Victoria de Durango
EXPLANADA DE LOS INSUSRGENTES,34000,VO,43,Durango,Victoria de Durango
EXPLANADA DE LOS INSUSRGENTES,34000,VO,43,Durango,Victoria de Durango
5 DE MAYO,35040,CE,43,Gómez Palacio,Gómez Palacio
RANCHO DOS HERMANOS,34310,CE,41,Durango,
BENIGNO MONTOYA,34195,CE,41,Durango,Victoria de Durango
ASENTAMIENTOS HUMANOS,34145,CE,40,Durango,Victoria de Durango
LERDO,35175,VI,40,Lerdo,
JOSE ANGEL LEAL,34206,VI,39,Durango,Victoria de Durango
LOC. EL RAYO,35182,CE,38,Lerdo,
BARRIO TIERRA BLANCA,34139,VO,38,Durango,Victoria de Durango
PORFIRIO,34270,IPP,37,Durango,Victoria de Durango
CAMINOS DEL SOL,34236,CE,31,Durango,Victoria de Durango
VILLAS DEL GUADIANA VI,34224,IN,30,Durango,Victoria de Durango
CENTRO,35700,VE,54,Nazas,
ALTA VISTA,34760,CE,50,Peñón Blanco,Peñón Blanco
FRACC. SAN ALBERTO,35015,CE,49,Gómez Palacio,Gómez Palacio
FRACC. LAS FUENTES,34220,VI,52,Durango,Victoria de Durango
LAS MARINAS,52176,VE,49,,
EJIDO HUITRON,35117,IN,30,Gómez Palacio,
FIDEL VELAZQUEZ,35025,CE,53,Gómez Palacio,Gómez Palacio
EJIDO SANTA CRUZ,35119,VI,50,Gómez Palacio,
FRACC. SILVESTRE REVUELTAS,34131,VE,47,,
CENTRO,35000,VE,41,Gómez Palacio,Gómez Palacio
PATRIA LIBRE,34298,IPP,27,Durango,Victoria de Durango
LOC LAS TLAZOLERAS,34400,CE,53,Canatlán,
UNIVERSAL,34165,CE,43,Durango,Victoria de Durango
MORELOS II,35026,CE,53,Gómez Palacio,Gómez Palacio
EMILIANO ZAPATA,34890,IN,14,Vicente Guerrero,Vicente Guerrero
AMPL. SANTA ROSA,35040,VE,59,Gómez Palacio,Gómez Palacio
CEBALOS,35210,VI,58,Mapimí,
FRACC CANELAS,34290,CE,54,Durango,Victoria de Durango
FRACC. DOMINGO ARRIETA,34145,CE,54,Durango,Victoria de Durango
TIERRA Y LIBERTAD,34127,VI,53,Durango,Victoria de Durango
EJIDO CUBA,35049,CE,53,Gómez Palacio,Gómez Palacio
22 DE AMYP,34234,VE,52,Durango,Victoria de Durango
OB CRISTOBAL COLON,34308,CE,52,Durango,
LAS FLORES,35155,CE,52,Lerdo,Ciudad Lerdo
LOC. EL NAYAR,34340,CE,52,Durango,
MIGUEL DE LA MADRID,34046,CE,51,Durango,Victoria de Durango
LOS ALAMOS,35020,CE,51,Gómez Palacio,Gómez Palacio
COL. PALMAS,34014,CE,50,Durango,Victoria de Durango
FRACC. PARQUE HUNDIDO,35049,CE,50,Gómez Palacio,Gómez Palacio
EJIDO EL 24,35210,VI,49,Mapimí,
EJIDO EL 24,35214,VI,49,Mapimí,
DOM. CONOCIDO ESTACION VIﾃ薦DO,35141,CE,49,Gómez Palacio,
NIﾃ前S HEROES,35158,CE,49,Lerdo,Ciudad Lerdo
EJIDO LA PUERTA,34960,CE,48,Pueblo Nuevo,
DOM. CONOCIDO EJIDO LA POPULAR,35130,CE,48,Gómez Palacio,
MAPIMI,35237,CE,48,,
FIDEL VELAZZQUEZ,35025,CE,48,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34290,CE,47,Durango,Victoria de Durango
LLANO GRANDE,34940,CE,46,Pueblo Nuevo,El Salto
LOC. ESTACION NOE,35136,CE,46,Gómez Palacio,
FRACC ATENAS,34235,CE,45,Durango,Victoria de Durango
SAN CARLOS,34168,CE,45,Durango,Victoria de Durango
VALLE DEL MEZQUITAL,34162,IN,44,Durango,Victoria de Durango
V GUERRERO LOC EL SALTO,34948,CE,43,Pueblo Nuevo,El Salto
LOS ALAMOS,35020,IN,41,Gómez Palacio,Gómez Palacio
DOM. CONOCIDO EJ. LA TEHUA,35129,CE,40,Gómez Palacio,
VILLA UNION,34800,CE,35,Poanas,
FCO. JAVIER MINA,35158,VE,34,Lerdo,Ciudad Lerdo
LOC DOLORES,35131,VI,28,,
ROSALES,35164,VE,58,Lerdo,Ciudad Lerdo
CENTRO,35000,VE,53,Gómez Palacio,Gómez Palacio
5 DE MAYO,35168,CE,53,Lerdo,Ciudad Lerdo
FCO. SARABIA,35167,CE,49,Lerdo,Ciudad Lerdo
NAZARENO DGO,35188,CE,49,Lerdo,
LOC. VILLA DE GUADALUPE,35163,VI,40,Lerdo,Ciudad Lerdo
RUBEN JARAMILLO,35040,IPT,38,Gómez Palacio,Gómez Palacio
AMPL. LAZARO CARDENAS,35064,VI,48,Gómez Palacio,Gómez Palacio
FRACC HAMBURGO,35019,CE,51,Gómez Palacio,Gómez Palacio
NUEVA LOS ALAMOS,35027,CE,39,Gómez Palacio,Gómez Palacio
ARMANDO DEL CASTILLO,35066,CE,53,Gómez Palacio,Gómez Palacio
LOCALIDAD SAN ANGEL,35854,VI,8,Cuencamé,
EMILIANO ZAPATA,34230,VE,21,Durango,Victoria de Durango
REVOLUCION,35050,CE,20,Gómez Palacio,Gómez Palacio
DIVISION DEL NTE,34140,IPP,9,Durango,Victoria de Durango
EMILIANO ZAPATA,34890,IN,14,Vicente Guerrero,Vicente Guerrero
IGNACIO MANUEL ALTAMIRANO,34445,VI,68,Canatlán,
REVOLUCION,35050,OR,63,Gómez Palacio,Gómez Palacio
AMAPOLAS,35250,VI,61,Tlahualilo,
ARMANDO DEL CASTILLO FRANCO,34214,VE,59,Durango,Victoria de Durango
5 DE MAYO,35040,VI,56,Gómez Palacio,Gómez Palacio
CENTRO,35000,VI,53,Gómez Palacio,Gómez Palacio
LUIS ECHEVERRIA,34250,CE,53,Durango,Victoria de Durango
AV FERROCARRIL Y ZARAGOZA,34940,IN,52,Pueblo Nuevo,El Salto
VILLAS DEL GUADIANA IV,34224,CE,52,Durango,Victoria de Durango
EJ EL VALLE DE EUREKA,35112,CE,52,Gómez Palacio,
J. GPE. RODRIGUEZ,34169,CE,52,Durango,Victoria de Durango
SANTA ROSA,35040,CE,51,Gómez Palacio,Gómez Palacio
MORELOS,34940,CE,51,Pueblo Nuevo,El Salto
GUADALUPE VICTORIA INFONAVIT,34220,VI,50,Durango,Victoria de Durango
JARDINES DE DURANGO,34200,CE,50,Durango,Victoria de Durango
BENITO JUAREZ,34120,CE,50,Durango,Victoria de Durango
EJIDO EL 24,35210,VI,49,Mapimí,
LAS LUISAS,35025,CE,46,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,CE,46,Durango,Victoria de Durango
FIDEL VELAZQUEZ I,34229,VI,44,Durango,Victoria de Durango
SOMBRERETILLO,34043,VI,44,Durango,Victoria de Durango
EJ VALLE DE EUREKA,35112,VE,42,Gómez Palacio,
20 DE NOVIEMBRE II,34236,VO,40,Durango,Victoria de Durango
LETICIA HERRERA,35017,IN,39,Gómez Palacio,Gómez Palacio
JARDINES DE SAN ANTONIO,34227,IN,36,Durango,Victoria de Durango
ESPERANZA,34080,CE,32,Durango,Victoria de Durango
FRACC DEL VALLE,35025,VO,32,Gómez Palacio,Gómez Palacio
REAL DEL MEZQUITAL,34199,CE,30,Durango,Victoria de Durango
FIDEL VELAZQUEZ,35025,IN,27,Gómez Palacio,Gómez Palacio
LAZARO CARDENAS,35064,VI,57,Gómez Palacio,Gómez Palacio
FRACC DEL VALLE,35025,CE,49,Gómez Palacio,Gómez Palacio
NAZARENO DGO,35188,VI,48,Lerdo,
FRACC LOS ALAMOS,35020,CE,46,Gómez Palacio,Gómez Palacio
FRACC. LAS FUENTES,34220,CE,35,Durango,Victoria de Durango
BENITO JUAREZ,34167,CE,44,Durango,Victoria de Durango
CENTRO,35000,VE,41,Gómez Palacio,Gómez Palacio
LA ESPERANZA,35020,VE,41,Gómez Palacio,Gómez Palacio
JOYAS DEL VALLE,34237,VE,20,Durango,Victoria de Durango
LOC LAS TLAZOLERAS,34400,CE,53,Canatlán,
UNIVERSAL,34165,CE,43,Durango,Victoria de Durango
MORELOS II,35026,CE,53,Gómez Palacio,Gómez Palacio
DIVISION DEL NTE,34140,IPP,9,Durango,Victoria de Durango
AMPL. LA CENTRAL,35069,IG,18,Gómez Palacio,Gómez Palacio
EMILIANO ZAPATA,34890,IN,14,Vicente Guerrero,Vicente Guerrero
FRACC. HUIZACHE I,34160,VI,68,Durango,Victoria de Durango
HUIZACHE I,34160,OR,67,Durango,Victoria de Durango
CENTRO,35000,VI,63,Gómez Palacio,Gómez Palacio
GPE VICTORIA INFONAVIT,34220,VI,63,Durango,Victoria de Durango
POB SAN JOSE DE VIﾃ薦DO,35140,VE,62,Gómez Palacio,
AMAPOLAS,35250,VI,61,Tlahualilo,
FRACC. CANELAS,34290,VI,60,Durango,Victoria de Durango
ZONA CENTRO,34000,VE,59,Durango,Victoria de Durango
ARMANDO DEL CASTILLO FRANCO,34214,VE,59,Durango,Victoria de Durango
ARMANDO DEL CASTILLO FRANCO,34214,VE,59,Durango,Victoria de Durango
AMPL. SANTA ROSA,35040,VE,59,Gómez Palacio,Gómez Palacio
CEBALOS,35210,VI,58,Mapimí,
EJ BANCO NACIONAL,35265,VI,57,Tlahualilo,
LA VIRGEN,34049,VE,57,Durango,Victoria de Durango
ANAHUAC,34140,VI,55,Durango,Victoria de Durango
FRACC CANELAS,34290,CE,54,Durango,Victoria de Durango
AZTECA,34942,CE,54,Pueblo Nuevo,El Salto
LUIS ECHEVERRIA,34010,CE,54,Durango,Victoria de Durango
LAS GOLONDRINAS,34954,CE,54,Pueblo Nuevo,
JUAN LIRA,34188,CE,53,Durango,Victoria de Durango
LUIS ECHEVERRIA,34250,CE,53,Durango,Victoria de Durango
EJIDO CUBA,35049,CE,53,Gómez Palacio,Gómez Palacio
EL NAYAR,34340,CE,53,Durango,
EL PINO,34593,CE,52,Tamazula,
MIL DIEZ,34956,CE,52,Pueblo Nuevo,
VILLAS DEL GUADIANA IV,34224,CE,52,Durango,Victoria de Durango
OB CRISTOBAL COLON,34308,CE,52,Durango,
LAS FLORES,35155,CE,52,Lerdo,Ciudad Lerdo
COL. HECTOR MAYAGOITIA,34010,CE,52,Durango,Victoria de Durango
EJ EL VALLE DE EUREKA,35112,CE,52,Gómez Palacio,
LOC. EL NAYAR,34340,CE,52,Durango,
ZONA CENTRO,34000,VI,51,Durango,Victoria de Durango
BOSQUES DEL VALLE,34227,CE,51,Durango,Victoria de Durango
MIGUEL DE LA MADRID,34046,CE,51,Durango,Victoria de Durango
BARRIO DE SAN IGNACIO,35400,CE,51,Guanaceví,
FRACC. LA ESPERANZA,35020,VI,50,Gómez Palacio,Gómez Palacio
ZARAGOZA,35250,VE,50,Tlahualilo,
NUEVO GOMEZ,35025,CE,50,Gómez Palacio,Gómez Palacio
GUADALUPE VICTORIA INFONAVIT,34220,VI,50,Durango,Victoria de Durango
JARDINES DE DURANGO,34200,CE,50,Durango,Victoria de Durango
COL. PALMAS,34014,CE,50,Durango,Victoria de Durango
DOM. CONOCIDO EJ. SAN SEBASTIAN,35140,CE,50,Gómez Palacio,
FIDEL VELAZQUEZ,25025,CE,50,,
BENITO JUAREZ,34120,CE,50,Durango,Victoria de Durango
EJIDO EL 24,35210,VI,49,Mapimí,
EJIDO EL 24,35214,VI,49,Mapimí,
DOM. CONOCIDO ESTACION VIﾃ薦DO,35141,CE,49,Gómez Palacio,
NIﾃ前S HEROES,35158,CE,49,Lerdo,Ciudad Lerdo
MAPIMI,35237,CE,48,,
EMILIANO ZAPATA,34230,CE,48,Durango,Victoria de Durango
LA SOLEDAD,34403,VE,47,Canatlán,
FRACC. CANELAS,34290,CE,47,Durango,Victoria de Durango
16 DE SEPTIEMBRE,34030,CE,47,Durango,Victoria de Durango
TEJADA ESPINO,34018,IN,47,Durango,Victoria de Durango
GRANJAS PARTE ORIENTE,34304,VI,46,Durango,
LLANO GRANDE,34940,CE,46,Pueblo Nuevo,El Salto
LOC. ESTACION NOE,35136,CE,46,Gómez Palacio,
SAN CARLOS,34168,CE,45,Durango,Victoria de Durango
CENTRO,34000,CE,45,Durango,Victoria de Durango
ESTACION PROGRESO,35840,VI,43,Cuencamé,
ZONA CENTRO,34000,CE,43,Durango,Victoria de Durango
LAZARO CARDENAS,34019,CE,43,Durango,Victoria de Durango
EJ VALLE DE EUREKA,35112,VE,42,Gómez Palacio,
FRACC. SANTA TERESA,35049,VI,42,Gómez Palacio,Gómez Palacio
SANTA AMELIA,34205,IN,42,Durango,Victoria de Durango
LOS ALAMOS,35020,IN,41,Gómez Palacio,Gómez Palacio
EL FOCE,35068,CE,40,Gómez Palacio,Gómez Palacio
DOM. CONOCIDO EJ. LA TEHUA,35129,CE,40,Gómez Palacio,
DOM. CONOCIDO EJ. SAN SEBASTIAN,35140,CE,40,Gómez Palacio,
RECUERDOS DEL PASADO,34027,VI,40,Durango,Victoria de Durango
CINCO DE MAYO,35168,IN,40,Lerdo,Ciudad Lerdo
LETICIA HERRERA,35017,IN,39,Gómez Palacio,Gómez Palacio
EL ZAPOTE,34956,IN,37,Pueblo Nuevo,
JARDINES DE SAN ANTONIO,34227,IN,36,Durango,Victoria de Durango
VILLA UNION,34800,CE,35,Poanas,
FCO. JAVIER MINA,35158,VE,34,Lerdo,Ciudad Lerdo
SAN LUIS,34224,IN,34,Durango,Victoria de Durango
DOM. CONOCIDO EJ. LA TEHUA,35129,IN,34,Gómez Palacio,
HECTOR MAYAGOITIA DGUEZ.,34010,IN,33,Durango,Victoria de Durango
VENECIA,35111,AS,32,Gómez Palacio,
FRACC DEL VALLE,35025,VO,32,Gómez Palacio,Gómez Palacio
LOC. SAN LUIS DEL ALTO,35181,CE,29,Lerdo,
LOC DOLORES,35131,VI,28,,
FIDEL VELAZQUEZ,35025,IN,27,Gómez Palacio,Gómez Palacio
ROSALES,35164,VE,58,Lerdo,Ciudad Lerdo
LAZARO CARDENAS,35064,VI,57,Gómez Palacio,Gómez Palacio
JOSE LOPEZ PORTILLO,35026,CE,54,Gómez Palacio,Gómez Palacio
CENTRO,35000,VE,53,Gómez Palacio,Gómez Palacio
5 DE MAYO,35168,CE,53,Lerdo,Ciudad Lerdo
LOC. NAZARENO,35188,CE,51,Lerdo,
LAS TLAZONERAS,34400,VI,51,Canatlán,
FCO. SARABIA,35167,CE,49,Lerdo,Ciudad Lerdo
NAZARENO DGO,35188,VI,48,Lerdo,
LOC NAZARENO,35188,VI,48,Lerdo,
RUBEN JARAMILLO,35040,IPT,38,Gómez Palacio,Gómez Palacio
POB BERMEJILLO,35230,VO,30,Mapimí,
COL. INSURGENTES,34130,VI,68,Durango,Victoria de Durango
AMPL. LAZARO CARDENAS,35064,VI,48,Gómez Palacio,Gómez Palacio
FRACC. LAS FUENTES,34220,CE,35,Durango,Victoria de Durango
LOC. SAN JACINTO,35175,VI,34,Lerdo,
CINCO DE MAYO,35168,AS,33,Lerdo,Ciudad Lerdo
FRACC HAMBURGO,35019,CE,51,Gómez Palacio,Gómez Palacio
20 E NOVIEMBRE II,34236,VO,33,Durango,Victoria de Durango
EL DORADO,35028,IN,36,Gómez Palacio,Gómez Palacio
ZONA CENTRO,34000,CE,49,Durango,Victoria de Durango
NUEVA LOS ALAMOS,35027,CE,39,Gómez Palacio,Gómez Palacio
BENITO JUAREZ,34167,CE,44,Durango,Victoria de Durango
FRACC. LAS ENCINAS,34039,VE,49,Durango,Victoria de Durango
ARMANDO DEL CASTILLO,35066,CE,53,Gómez Palacio,Gómez Palacio
VILLA MONTEMORELOS,34371,VE,42,Durango,
EMILIANO ZAPATA,34230,VE,21,Durango,Victoria de Durango
REVOLUCION,35050,CE,20,Gómez Palacio,Gómez Palacio
NUEVO DURANGO 2,34166,VE,101,Durango,Victoria de Durango
LOC LAS TLAZOLERAS,34400,CE,53,Canatlán,
DIVISION DEL NTE,34140,IPP,9,Durango,Victoria de Durango
AMPL. LA CENTRAL,35069,IG,18,Gómez Palacio,Gómez Palacio
IGNACIO MANUEL ALTAMIRANO,34445,VI,68,Canatlán,
HUIZACHE I,34160,OR,67,Durango,Victoria de Durango
ALVARO OBREGON,34940,VI,64,Pueblo Nuevo,El Salto
REVOLUCION,35050,OR,63,Gómez Palacio,Gómez Palacio
GPE VICTORIA INFONAVIT,34220,VI,63,Durango,Victoria de Durango
AMAPOLAS,35250,VI,61,Tlahualilo,
ARMANDO DEL CASTILLO FRANCO,34214,VE,59,Durango,Victoria de Durango
AMPL. SANTA ROSA,35040,VE,59,Gómez Palacio,Gómez Palacio
CEBALOS,35210,VI,58,Mapimí,
LA VIRGEN,34049,VE,57,Durango,Victoria de Durango
FRACC CANELAS,34290,CE,54,Durango,Victoria de Durango
FRACC. DOMINGO ARRIETA,34145,CE,54,Durango,Victoria de Durango
CENTRO,35000,VI,53,Gómez Palacio,Gómez Palacio
TIERRA Y LIBERTAD,34127,VI,53,Durango,Victoria de Durango
COL. MADERERA,34050,CE,53,Durango,Victoria de Durango
SAN ISIDRO,34030,VO,53,Durango,Victoria de Durango
JUAN LIRA,34188,CE,53,Durango,Victoria de Durango
EJIDO CUBA,35049,CE,53,Gómez Palacio,Gómez Palacio
EL NAYAR,34340,CE,53,Durango,
FRACC. JARDINES DE DURANGO,34200,VE,52,Durango,Victoria de Durango
LOC. EL NAYAR,34340,CE,52,Durango,
J. GPE. RODRIGUEZ,34169,CE,52,Durango,Victoria de Durango
BOSQUES DEL VALLE,34227,CE,51,Durango,Victoria de Durango
SANTA ROSA,35040,CE,51,Gómez Palacio,Gómez Palacio
MIGUEL DE LA MADRID,34046,CE,51,Durango,Victoria de Durango
MORELOS,34940,CE,51,Pueblo Nuevo,El Salto
ASENTAMIENTOS HUMANOS,34145,CE,51,Durango,Victoria de Durango
FRACC JARDINES DE SAN ANTONIO,34227,CE,51,Durango,Victoria de Durango
FRACC. LA ESPERANZA,35020,VI,50,Gómez Palacio,Gómez Palacio
NUEVO GOMEZ,35025,CE,50,Gómez Palacio,Gómez Palacio
FRACC. CANELAS,34260,CE,50,Durango,Victoria de Durango
